id,description,name,uniprot,num_actives,name_fmt,path
6729,G-protein coupled receptor 55,GPR55_HUMAN,Q9Y2T6,66,g_protein_coupled_receptor_55,./gpcr/g_protein_coupled_receptor_55.sdf
6733,G-protein coupled receptor 84,GPR84_HUMAN,Q9NQS5,26,g_protein_coupled_receptor_84,./gpcr/g_protein_coupled_receptor_84.sdf
6751,Metabotropic glutamate receptor 1,GRM1_HUMAN,Q13255,339,metabotropic_glutamate_receptor_1,./gpcr/metabotropic_glutamate_receptor_1.sdf
6752,Gastrin-releasing peptide receptor,GRPR_HUMAN,P30550,37,gastrin_releasing_peptide_receptor,./gpcr/gastrin_releasing_peptide_receptor.sdf
6825,Glucagon-like peptide 2 receptor,GLP2R_HUMAN,O95838,81,glucagon_like_peptide_2_receptor,./gpcr/glucagon_like_peptide_2_receptor.sdf
6860,G-protein coupled receptor 52,GPR52_HUMAN,Q9Y2T5,15,g_protein_coupled_receptor_52,
6881,Metabotropic glutamate receptor 2,GRM2_HUMAN,Q14416,231,metabotropic_glutamate_receptor_2,./gpcr/metabotropic_glutamate_receptor_2.sdf
6882,Metabotropic glutamate receptor 3,GRM3_HUMAN,Q14832,106,metabotropic_glutamate_receptor_3,./gpcr/metabotropic_glutamate_receptor_3.sdf
6883,Metabotropic glutamate receptor 5,GRM5_HUMAN,P41594,970,metabotropic_glutamate_receptor_5,./gpcr/metabotropic_glutamate_receptor_5.sdf
6884,Metabotropic glutamate receptor 6,GRM6_HUMAN,O15303,46,metabotropic_glutamate_receptor_6,
6897,Glucose-dependent insulinotropic receptor,GP119_HUMAN,Q8TDV5,325,glucose_dependent_insulinotropic_receptor,./gpcr/glucose_dependent_insulinotropic_receptor.sdf
6902,G-protein coupled bile acid receptor 1,GPBAR_HUMAN,Q8TDU6,160,g_protein_coupled_bile_acid_receptor_1,./gpcr/g_protein_coupled_bile_acid_receptor_1.sdf
6905,G-protein coupled receptor family C group 6 member A,GPC6A_HUMAN,Q5T6X5,20,g_protein_coupled_receptor_family_c_group_6_member_a,
6914,G-protein coupled receptor 35,GPR35_HUMAN,Q9HC97,92,g_protein_coupled_receptor_35,./gpcr/g_protein_coupled_receptor_35.sdf
6915,G-protein coupled receptor 39,GPR39_HUMAN,O43194,25,g_protein_coupled_receptor_39,
6977,Growth hormone secretagogue receptor type 1,GHSR_HUMAN,Q92847,644,growth_hormone_secretagogue_receptor_type_1,./gpcr/growth_hormone_secretagogue_receptor_type_1.sdf
7002,G-protein coupled estrogen receptor 1,GPER1_HUMAN,Q99527,17,g_protein_coupled_estrogen_receptor_1,./gpcr/g_protein_coupled_estrogen_receptor_1.sdf
7044,Glucagon-like peptide 1 receptor,GLP1R_HUMAN,P43220,189,glucagon_like_peptide_1_receptor,
7066,Probable G-protein coupled receptor 142,GP142_HUMAN,Q7Z601,29,probable_g_protein_coupled_receptor_142,./gpcr/probable_g_protein_coupled_receptor_142.sdf
7167,Probable G-protein coupled receptor 139,GP139_HUMAN,Q6DWJ6,35,probable_g_protein_coupled_receptor_139,./gpcr/probable_g_protein_coupled_receptor_139.sdf
7185,Uracil nucleotide/cysteinyl leukotriene receptor,GPR17_HUMAN,Q13304,24,uracil_nucleotidecysteinyl_leukotriene_receptor,
7258,Metabotropic glutamate receptor 4,GRM4_HUMAN,Q14833,131,metabotropic_glutamate_receptor_4,./gpcr/metabotropic_glutamate_receptor_4.sdf
7259,Metabotropic glutamate receptor 7,GRM7_HUMAN,Q14831,54,metabotropic_glutamate_receptor_7,
7260,Metabotropic glutamate receptor 8,GRM8_HUMAN,O00222,33,metabotropic_glutamate_receptor_8,./gpcr/metabotropic_glutamate_receptor_8.sdf
7405,Hydroxycarboxylic acid receptor 2,HCAR2_HUMAN,Q8TDS4,190,hydroxycarboxylic_acid_receptor_2,./gpcr/hydroxycarboxylic_acid_receptor_2.sdf
7424,Hydroxycarboxylic acid receptor 3,HCAR3_HUMAN,P49019,20,hydroxycarboxylic_acid_receptor_3,
7509,Histamine H1 receptor,HRH1_HUMAN,P35367,728,histamine_h1_receptor,./gpcr/histamine_h1_receptor.sdf
7510,Histamine H2 receptor,HRH2_HUMAN,P25021,71,histamine_h2_receptor,./gpcr/histamine_h2_receptor.sdf
7698,Histamine H4 receptor,HRH4_HUMAN,Q9H3N8,849,histamine_h4_receptor,./gpcr/histamine_h4_receptor.sdf
7756,Histamine H3 receptor,HRH3_HUMAN,Q9Y5N1,2993,histamine_h3_receptor,./gpcr/histamine_h3_receptor.sdf
8940,Lysophosphatidic acid receptor 5,LPAR5_HUMAN,Q9H1C0,34,lysophosphatidic_acid_receptor_5,./gpcr/lysophosphatidic_acid_receptor_5.sdf
8986,KiSS-1 receptor,KISSR_HUMAN,Q969F8,133,kiss_1_receptor,./gpcr/kiss_1_receptor.sdf
9111,Lysophosphatidic acid receptor 6,LPAR6_HUMAN,P43657,20,lysophosphatidic_acid_receptor_6,./gpcr/lysophosphatidic_acid_receptor_6.sdf
9549,Lysophosphatidic acid receptor 2,LPAR2_HUMAN,Q9HBW0,52,lysophosphatidic_acid_receptor_2,./gpcr/lysophosphatidic_acid_receptor_2.sdf
9550,Lysophosphatidic acid receptor 3,LPAR3_HUMAN,Q9UBY5,88,lysophosphatidic_acid_receptor_3,./gpcr/lysophosphatidic_acid_receptor_3.sdf
9551,Lysophosphatidic acid receptor 4,LPAR4_HUMAN,Q99677,34,lysophosphatidic_acid_receptor_4,./gpcr/lysophosphatidic_acid_receptor_4.sdf
9680,Leukotriene B4 receptor 2,LT4R2_HUMAN,Q9NPC1,26,leukotriene_b4_receptor_2,
9746,Melanin-concentrating hormone receptor 1,MCHR1_HUMAN,Q99705,2354,melanin_concentrating_hormone_receptor_1,./gpcr/melanin_concentrating_hormone_receptor_1.sdf
9825,Leukotriene B4 receptor 1,LT4R1_HUMAN,Q15722,329,leukotriene_b4_receptor_1,./gpcr/leukotriene_b4_receptor_1.sdf
9933,Melanocortin receptor 3,MC3R_HUMAN,P41968,90,melanocortin_receptor_3,./gpcr/melanocortin_receptor_3.sdf
9934,Melanocortin receptor 4,MC4R_HUMAN,P32245,1242,melanocortin_receptor_4,./gpcr/melanocortin_receptor_4.sdf
9963,Lysophosphatidic acid receptor 1,LPAR1_HUMAN,Q92633,75,lysophosphatidic_acid_receptor_1,./gpcr/lysophosphatidic_acid_receptor_1.sdf
10050,Melanocortin receptor 5,MC5R_HUMAN,P33032,91,melanocortin_receptor_5,./gpcr/melanocortin_receptor_5.sdf
10723,Melatonin receptor type 1B,MTR1B_HUMAN,P49286,806,melatonin_receptor_type_1b,./gpcr/melatonin_receptor_type_1b.sdf
10900,Motilin receptor,MTLR_HUMAN,O43193,72,motilin_receptor,./gpcr/motilin_receptor.sdf
10909,Melatonin receptor type 1A,MTR1A_HUMAN,P48039,756,melatonin_receptor_type_1a,./gpcr/melatonin_receptor_type_1a.sdf
10973,Melanocyte-stimulating hormone receptor,MSHR_HUMAN,Q01726,89,melanocyte_stimulating_hormone_receptor,./gpcr/melanocyte_stimulating_hormone_receptor.sdf
11113,Neuropeptide FF receptor 1,NPFF1_HUMAN,Q9GZQ6,22,neuropeptide_ff_receptor_1,./gpcr/neuropeptide_ff_receptor_1.sdf
11114,Neuropeptide FF receptor 2,NPFF2_HUMAN,Q9Y5X5,17,neuropeptide_ff_receptor_2,./gpcr/neuropeptide_ff_receptor_2.sdf
11263,Neurotensin receptor type 1,NTR1_HUMAN,P30989,92,neurotensin_receptor_type_1,./gpcr/neurotensin_receptor_type_1.sdf
11300,Substance-K receptor,NK2R_HUMAN,P21452,653,substance_k_receptor,./gpcr/substance_k_receptor.sdf
11397,Neuromedin-B receptor,NMBR_HUMAN,P28336,22,neuromedin_b_receptor,./gpcr/neuromedin_b_receptor.sdf
11431,Neuropeptide Y receptor type 4,NPY4R_HUMAN,P50391,29,neuropeptide_y_receptor_type_4,./gpcr/neuropeptide_y_receptor_type_4.sdf
11432,Neuropeptide Y receptor type 5,NPY5R_HUMAN,Q15761,770,neuropeptide_y_receptor_type_5,./gpcr/neuropeptide_y_receptor_type_5.sdf
11545,Neuropeptide S receptor,NPSR1_HUMAN,Q6W5P4,31,neuropeptide_s_receptor,./gpcr/neuropeptide_s_receptor.sdf
11575,Substance-P receptor,NK1R_HUMAN,P25103,2308,substance_p_receptor,./gpcr/substance_p_receptor.sdf
11576,Neuromedin-K receptor,NK3R_HUMAN,P29371,541,neuromedin_k_receptor,./gpcr/neuromedin_k_receptor.sdf
11609,Neuropeptide Y receptor type 1,NPY1R_HUMAN,P25929,413,neuropeptide_y_receptor_type_1,./gpcr/neuropeptide_y_receptor_type_1.sdf
11610,Neuropeptide Y receptor type 2,NPY2R_HUMAN,P49146,124,neuropeptide_y_receptor_type_2,./gpcr/neuropeptide_y_receptor_type_2.sdf
11651,P2Y purinoceptor 4,P2RY4_HUMAN,P51582,49,p2y_purinoceptor_4,./gpcr/p2y_purinoceptor_4.sdf
11652,P2Y purinoceptor 6,P2RY6_HUMAN,Q15077,56,p2y_purinoceptor_6,./gpcr/p2y_purinoceptor_6.sdf
11653,P2Y purinoceptor 13,P2Y13_HUMAN,Q9BPV8,30,p2y_purinoceptor_13,./gpcr/p2y_purinoceptor_13.sdf
11753,Nociceptin receptor,OPRX_HUMAN,P41146,1065,nociceptin_receptor,./gpcr/nociceptin_receptor.sdf
11773,Putative P2Y purinoceptor 10,P2Y10_HUMAN,O00398,55,putative_p2y_purinoceptor_10,./gpcr/putative_p2y_purinoceptor_10.sdf
11804,Proteinase-activated receptor 2,PAR2_HUMAN,P55085,40,proteinase_activated_receptor_2,./gpcr/proteinase_activated_receptor_2.sdf
11866,Neurotensin receptor type 2,NTR2_HUMAN,O95665,36,neurotensin_receptor_type_2,./gpcr/neurotensin_receptor_type_2.sdf
12006,Mu-type opioid receptor,OPRM_HUMAN,P35372,2386,mu_type_opioid_receptor,./gpcr/mu_type_opioid_receptor.sdf
12145,Orexin receptor type 1,OX1R_HUMAN,O43613,672,orexin_receptor_type_1,./gpcr/orexin_receptor_type_1.sdf
12148,Oxytocin receptor,OXYR_HUMAN,P30559,528,oxytocin_receptor,./gpcr/oxytocin_receptor.sdf
12154,P2Y purinoceptor 2,P2RY2_HUMAN,P41231,35,p2y_purinoceptor_2,./gpcr/p2y_purinoceptor_2.sdf
12157,P2Y purinoceptor 12,P2Y12_HUMAN,Q9H244,748,p2y_purinoceptor_12,./gpcr/p2y_purinoceptor_12.sdf
12158,P2Y purinoceptor 14,P2Y14_HUMAN,Q15391,44,p2y_purinoceptor_14,
12187,Delta-type opioid receptor,OPRD_HUMAN,P41143,2136,delta_type_opioid_receptor,./gpcr/delta_type_opioid_receptor.sdf
12188,Kappa-type opioid receptor,OPRK_HUMAN,P41145,2181,kappa_type_opioid_receptor,./gpcr/kappa_type_opioid_receptor.sdf
12265,Orexin receptor type 2,OX2R_HUMAN,O43614,1031,orexin_receptor_type_2,./gpcr/orexin_receptor_type_2.sdf
12514,Oxoeicosanoid receptor 1,OXER1_HUMAN,Q8TDS5,21,oxoeicosanoid_receptor_1,./gpcr/oxoeicosanoid_receptor_1.sdf
12518,P2Y purinoceptor 1,P2RY1_HUMAN,P47900,341,p2y_purinoceptor_1,./gpcr/p2y_purinoceptor_1.sdf
12623,Prostaglandin D2 receptor,PD2R_HUMAN,Q13258,266,prostaglandin_d2_receptor,./gpcr/prostaglandin_d2_receptor.sdf
12756,Prostaglandin E2 receptor EP3 subtype,PE2R3_HUMAN,P43115,653,prostaglandin_e2_receptor_ep3_subtype,./gpcr/prostaglandin_e2_receptor_ep3_subtype.sdf
12757,Prostaglandin E2 receptor EP4 subtype,PE2R4_HUMAN,P35408,552,prostaglandin_e2_receptor_ep4_subtype,./gpcr/prostaglandin_e2_receptor_ep4_subtype.sdf
12781,Prostaglandin E2 receptor EP1 subtype,PE2R1_HUMAN,P34995,517,prostaglandin_e2_receptor_ep1_subtype,./gpcr/prostaglandin_e2_receptor_ep1_subtype.sdf
12782,Prostaglandin E2 receptor EP2 subtype,PE2R2_HUMAN,P43116,222,prostaglandin_e2_receptor_ep2_subtype,./gpcr/prostaglandin_e2_receptor_ep2_subtype.sdf
12839,Prostaglandin D2 receptor 2,PD2R2_HUMAN,Q9Y5Y4,1624,prostaglandin_d2_receptor_2,./gpcr/prostaglandin_d2_receptor_2.sdf
12886,Proteinase-activated receptor 1,PAR1_HUMAN,P25116,297,proteinase_activated_receptor_1,./gpcr/proteinase_activated_receptor_1.sdf
12942,Prostaglandin F2-alpha receptor,PF2R_HUMAN,P43088,86,prostaglandin_f2_alpha_receptor,
13203,Prostacyclin receptor,PI2R_HUMAN,P43119,157,prostacyclin_receptor,./gpcr/prostacyclin_receptor.sdf
13658,Platelet-activating factor receptor,PTAFR_HUMAN,P25105,277,platelet_activating_factor_receptor,./gpcr/platelet_activating_factor_receptor.sdf
13834,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R_HUMAN,Q03431,21,parathyroid_hormoneparathyroid_hormone_related_peptide_receptor,
13844,Prolactin-releasing peptide receptor,PRLHR_HUMAN,P49683,160,prolactin_releasing_peptide_receptor,./gpcr/prolactin_releasing_peptide_receptor.sdf
14069,Pyroglutamylated RFamide peptide receptor,QRFPR_HUMAN,Q96P65,17,pyroglutamylated_rfamide_peptide_receptor,./gpcr/pyroglutamylated_rfamide_peptide_receptor.sdf
15197,Sphingosine 1-phosphate receptor 1,S1PR1_HUMAN,P21453,927,sphingosine_1_phosphate_receptor_1,./gpcr/sphingosine_1_phosphate_receptor_1.sdf
15198,Sphingosine 1-phosphate receptor 3,S1PR3_HUMAN,Q99500,275,sphingosine_1_phosphate_receptor_3,./gpcr/sphingosine_1_phosphate_receptor_3.sdf
15199,Sphingosine 1-phosphate receptor 5,S1PR5_HUMAN,Q9H228,203,sphingosine_1_phosphate_receptor_5,./gpcr/sphingosine_1_phosphate_receptor_5.sdf
15718,Sphingosine 1-phosphate receptor 2,S1PR2_HUMAN,O95136,117,sphingosine_1_phosphate_receptor_2,./gpcr/sphingosine_1_phosphate_receptor_2.sdf
15719,Sphingosine 1-phosphate receptor 4,S1PR4_HUMAN,O95977,104,sphingosine_1_phosphate_receptor_4,./gpcr/sphingosine_1_phosphate_receptor_4.sdf
15779,Smoothened homolog,SMO_HUMAN,Q99835,300,smoothened_homolog,./gpcr/smoothened_homolog.sdf
16435,Somatostatin receptor type 4,SSR4_HUMAN,P31391,97,somatostatin_receptor_type_4,./gpcr/somatostatin_receptor_type_4.sdf
16562,Somatostatin receptor type 1,SSR1_HUMAN,P30872,70,somatostatin_receptor_type_1,./gpcr/somatostatin_receptor_type_1.sdf
16563,Somatostatin receptor type 5,SSR5_HUMAN,P35346,295,somatostatin_receptor_type_5,./gpcr/somatostatin_receptor_type_5.sdf
16594,Succinate receptor 1,SUCR1_HUMAN,Q9BXA5,22,succinate_receptor_1,
16803,Somatostatin receptor type 2,SSR2_HUMAN,P30874,234,somatostatin_receptor_type_2,./gpcr/somatostatin_receptor_type_2.sdf
16804,Somatostatin receptor type 3,SSR3_HUMAN,P32745,338,somatostatin_receptor_type_3,./gpcr/somatostatin_receptor_type_3.sdf
16966,Trace amine-associated receptor 1,TAAR1_HUMAN,Q96RJ0,85,trace_amine_associated_receptor_1,./gpcr/trace_amine_associated_receptor_1.sdf
